;Unidade Acadêmica;Departamento;NomedoLaboratorio;Responsável(is);Site;Observações;Campus da UFC;Localização;Empresa Privada Parceira
1;Centro de Tecnologia (CT);Engenharia de Produção;Observatório Tecnológico (OT);Heráclito Lopes Jaguaribe Pontes (Coord.);http://www.ot.ufc.br/;Linha de pesquisa: Mapeamento e Melhoria de Processos, Simulação Computacional, Indústria 4.0 (Machine Learning) e Monitoramento de Cadeias Produtivas;Pici;715, 1º andar;"Qualitá - Empresa de Consultoria em Recursos Humanos
Banco do Nordeste - BNB"
2;Centro de Tecnologia (CT);Engenharia de Produção;Laboratório de Pesquisa Operacional em Produção e Logística (OPL);"Prof. Anselmo R. Pitombeira Neto (Coord.)
Bruno de Athayde Prata";http://www.opl.ufc.br/pt/;Estuda a aplicação de métodos computacionais avançados para a solução de problemas industriais e logísticos com ênfase na modelagem matemática e computacional de problemas de produção, logística e transportes, com uso de técnicas de otimização matemática, simulação estocástica, aprendizado de máquina e ciência de dados.;Pici;724;-
3;Centro de Tecnologia (CT);Engenharia de Teleinformática;Centro de Referência em Automação e Robótica – CENTAURO;José Tarcísio Costa Filho ;http://www.centauro.ufc.br/;Automação, Robótica e Compatibilidade Eletromagnética com a perspectiva de incorporação de máquinas, componentes e sistemas inteligentes aos processos industriais e de serviços.;Pici;"Núcleo de Tecnologia Industrial do Ceará (NUTEC)
Laboratório de Robótica - LABOR
Lab. de Automação e Controle - LACONTROL";Rockwellautomation - Automação e produtos industriais
4;Centro de Tecnologia (CT);Engenharia de Teleinformática;Laboratório de Engenharia de Sistemas de Computação – LESC;"Paulo César Cortez
Jarbas Aryel Nunes da Silveira";http://site.lesc.freeddns.org/;"(i) Sistemas Embarcados (hardware/software); (ii) Microeletrônica; (iii) Sistemas Tolerantes a Falhas; (iv) Sistemas Distribuídos Aplicados à Tecnologia Educacional; (v) Processamento de Sinais, Imagens e Vídeo; (vi) Sistemas Biomédicos (hardware/software); (vii) Processamento de Sinais e Imagens Biomédicos; e (vii) Sistemas de Testes (hardware). ";Pici;723;"LENOVO - TIC
COMPAL - notebooks, monitores, tablets e televisões
PADTEC - mercado soluções avançadas de transmissão óptica flexíveis e de alta capacidade, baseadas na tecnologia DWDM
HIMIX - Terceirização de Montagem de Placas e Produtos Eletrônicos (Contract Manufacturing)
POLIBRAS SOFTWARE - sistemas de automação de força de vendas
QUANTA (quantatec) - Rastreador, terminal, central multimídea"
5;Centro de Tecnologia (CT);Engenharia de Teleinformática;Laboratório de Óptica Aplicada – LOA (foi integrado ao LATIQ, abaixo);João Batista Rosa Silva ;https://ppgeti.ufc.br/pt/laboratorios/loa/;Comunicações ópticas, metamateriais, fotônica integrada, óptica quântica e tomografia de estados quânticos.;Pici;725 – 1º andar;n a
6;Centro de Tecnologia (CT);Engenharia de Teleinformática;Laboratório de Tecnologia da Informação Quântica – LATIQ (engloba LOA, acima);"Rubens Viana Ramos
";https://ppgeti.ufc.br/pt/laboratorios/latiq/;Teoria e tecnologia da informação quântica, comunicações e computação quânticas, sistemas e protocolos de segurança de dados em redes ópticas, fotônica de microondas e nanoeletrônica.;Pici;725 – 1º andar;-
7;Centro de Tecnologia (CT);Engenharia de Teleinformática;Laboratório de Teleinformática – LATIN;"José Marques Soares
";https://ppgeti.ufc.br/pt/laboratorios/latin/;"(i) Desevolvimento de simuladores e jogos eletrônicos baseados em Redes de Petri Coloridas; (ii) Ambientes Virtuais de Aprendizagem e Tecnologia Educacional em plataforma Web; (iii) Análise de Similaridade e Detecção de Plágio em Códigos-fonte; (iv) Processamento de Imagens para Interface Homem-Máquina; (v) Processamento de Sinais e Imagens em soft core DSP/FPGAs; (vi) Análise/Projeto de Circuitos Integrados Tolerantes a Soft Error; (vii) Microeletrônica; (viii) Sistemas Embarcados críticos para aplicações espaciais; (ix) Sistemas Embarcados Inteligentes.";Pici;725;-
8;Centro de Tecnologia (CT);Engenharia de Teleinformática;Laboratório de Visão, Imagens e Sinais (LABVIS) do Grupo de Pesquisa em Processamento de Sinais (GPI);"Fátima Nelsizeuma Sombra de Medeiros (coord.)
George André Pereira Thé";http://www.gpi.ufc.br/sn/;"(i) Processamento de imagens de radar de abertura sintética; (ii) Sensoriamento remoto por imagens de satélite; e (iii) Recuperação de imagens baseado em conteúdo; (iv) Processamento de imagens médicas (ex. retina do olho humano, mamografia); (v) Problemas inversos em geofísica e medicina; (vi) tomografia sísmica e médica; (vii) Modelagem e processamento estatístico de dados SAR; (viii) Distâncias estocásticas em realce e avaliação da qualidade do processamento; (ix) Visão computacional.";Pici;725;-
9;Centro de Tecnologia (CT);Engenharia de Teleinformática;Laboratório do Grupo de Pesquisa em Processamento de Sinais e da Informação – GPSI;Charles Casimiro Cavalcante;https://ppgeti.ufc.br/pt/laboratorios/gpsi/;"(i) Processamento de Sinais em Comunicações – projeto e análise de estratégias de processamento de sinais para sistemas de comunicações; (ii) Processamento da Informação – projeto e análise de métodos de processamento de sinais para sistemas de informação, tais como sistemas biomédicos e geofísicos; e (iii) Geometria da Informação – proposta e análise de métodos não-euclidianos para avaliação dos espaços de probabilidade e suas aplicações.";Pici;725;-
10;Centro de Tecnologia (CT);Engenharia de Teleinformática;Laboratório do Grupo de Pesquisa em Telecomunicações sem Fio – GTEL;Francisco Rodrigo Porto Cavalcanti (Membro do Conselho de Administração);https://gtel.ufc.br/;Antenas e transceptores, camada física, processamento de sinais para comunicações sem fio, redes de acesso e gerência de recursos de rádio, com vistas ao aumento da capacidade de sistemas de comunicações sem fio de 4ª e 5ª gerações. São também desenvolvidas técnicas avançadas de simulação computacional para avaliação de desempenho de sistemas de comunicações móveis.;Pici;722;ERICSSON - Tecnologia, telefonia fixa e móvel
11;Centro de Tecnologia (CT);Engenharia de Transportes;Grupo de Pesquisa em Transporte, Trânsito e Meio Ambiente (GTTEMA);Manoel Mendonça de Castro Neto;https://www.det.ufc.br/gttema;Gerência e controle do tráfego urbano e planejamento e operação de sistemas de transportes públicos, com foco direcionado para o transporte de passageiros e de carga urbana.;Pici;703;-
12;Centro de Tecnologia (CT);Engenharia de Transportes;Laboratório de Mecânica dos Pavimentos (LMP);SUELLY HELENA DE ARAUJO BARROSO;https://www.det.ufc.br/lmp;Análise estrutural dos pavimentos e na caracterização e desenvolvimento de materiais de pavimentação.;Pici;703;-
13;Centro de Tecnologia (CT);Engenharia de Transportes;Grupo de Logística e Redes de Infraestrutura (LRI);ERNESTO FERREIRA NOBRE JUNIOR;http://www.lri.ufc.br/;"Earthmoving Operation (operações de terraplenagem em obras civis, com foco em distribuição de materiais, o dimensionamento de equipes e a seleção de equipamentos); Gestão de Infraestruturas (gerência de infraestruturas de pavimentos, aeroportos, portos, ferrovias e utilities  como gás natural, água e esgoto, televisão à cabo, fibra ótica e energia elétrica); e Logística (modelagem de redes de distribuição, envolvendo o uso de técnicas de Pesquisa Operacional, tais como Programação Matemática, Simulação e Heurísticas).";Pici;703 - 1º andar;-
14;Centro de Tecnologia (CT);Engenharia de Transportes;Laboratório de Geomática Aplicada (LAG);Carlos Augusto Uchôa da Silva;https://www.det.ufc.br/lag;"Topografia, Geodésia e Geoprocessamento.
https://www.det.ufc.br/equipamentos-guias";Pici;717/708;NOKIA - Tecnologia e Telecounicações
15;Centro de Tecnologia (CT);Engenharia Elétrica;Grupo de Processamento de Energia e Controle – GPEC;Fernando Luiz Marcelo Antunes;http://www.gpec.ufc.br/;"Sistemas Elétricos de Potência, Eletrônica de Potência, Acionamento Industrial, Qualidade de Energia Elétrica, Aproveitamento de Fontes Renováveis de Energia,Redes Elétricas Inteligentes e Geração Distribuída.
http://www.gpec.ufc.br/sobre.html";Pici;705;ENEL - geração e distribuição de energia elétrica
16;Centro de Tecnologia (CT);Engenharia Elétrica;Grupo de Pesquisa em Automação, Controle e Robótica – GPAR;"Bismark Claure Torrico
Fabrício Gonzalez Nogueira
(responsável)";https://gpar.ufc.br/;"Modelagem e Controle de Sistemas Dinâmicos; Controle Adaptativo, Robusto, Preditivo, Inteligente com Aplicações em Processos Industriais e Biomédicos; Controle de Robôs Móveis Terrestres e Aéreos aplicados em Atividades de Automação Industrial; Métodos de Inteligência Computacional; Aplicações de Modelagem e Controle em Sistemas Elétricos de Potência.";Pici;705;"ENERGIA PECÉM - empresa do Grupo EDP, é responsável pela operação da usina termelétrica Porto do Pecém Geração de Energia S/A
EDP - Empresa de energia elétrica
Eletrobrás - Empresa de energia elétrica
Chesf - companhia hidrelétrica
Endesa - energia elétrica"
17;Centro de Tecnologia (CT);Engenharia Elétrica;Laboratório de Eficiência Energética e Máquinas Motriz – LAMOTRIZ;Wilkley Bezerra Correia;http://www.lamotriz.ufc.br/index.html;Simulação e ensaio de cargas industriais para analise do comportamento das cargas em face de eficiência energética, sendo pesquisadas novas técnicas de acionamento.;Pici;?;"Eletrobrás - Empresa de energia elétrica
ENEL - geração e distribuição de energia elétrica"
18;Centro de Tecnologia (CT);Engenharia Elétrica;Laboratório de Aplicações de Eletrônica de Potência & Integração a Sistemas de Energia – LAPIS;"Francisco Kleber de Araújo Lima (coord.)
Carlos Gustavo Castelo Branco";http://www.lapis.ufc.br/;Sistemas de geração eólica, Dispositivos FACTS (Flexible AC Transmission Systems), Filtragem ativa/híbrida e Sistemas de sincronização. Este laboratório conta com setups experimentais de sistemas que podem emular aerogeradores baseados em DFIG, com controle digital realizado em plataforma dSPACE baseado em tecnologia HIL (Hardware-in-Loop). Protótipos de equipamentos FACTS e Sistemas de sincronização (PLL).;Pici;?;-
19;Centro de Tecnologia (CT);Engenharia Elétrica;Laboratório de Energia Eólica;José Almeida do Nascimento;-;?;Pici;?;-
20;Centro de Tecnologia (CT);Engenharia Elétrica;Grupo de Redes Elétricas Inteligentes (GREI);"Ruth Pastôra Saraiva Leão (coord.)
Fernando Luiz Marcelo Antunes
Demercil de Souza Oliveira Júnior
";-;?;Pici;?;-
21;Centro de Tecnologia (CT);Engenharia Elétrica;Laboratório de Conservação de Energia;Tomaz Nunes Cavalcante Neto;-;?;Pici;?;-
22;Centro de Tecnologia (CT);Engenharia Elétrica;Laboratório de Inovação e Iniciação à Engenharia Elétrica – LIIEE;"Henrique Antunes Cunha Júnior
Ricardo Silva Thé Pontes
(ambos coord.)";;;Pici;?;-
23;Centro de Tecnologia (CT);Engenharia Elétrica;Laboratório de Máquinas Elétricas Industriais;Cícero Marcos Tavares Cruz;-;?;Pici;?;-
24;Centro de Tecnologia (CT);Engenharia Elétrica;Laboratório de Circuitos Eletrônicos Digitais;Otacílio da Mota Almeida;-;?;Pici;?;-
25;Centro de Tecnologia (CT);Engenharia Elétrica;Laboratório de Eletrônica e Potência;Cícero Marcos Tavares Cruz;-;?;Pici;?;-
26;Centro de Tecnologia (CT);Engenharia Elétrica;Laboratório de Automação e Robótica – LAR;Laurinda Lúcia Nogueira dos Reis;-;?;Pici;?;-
27;Centro de Tecnologia (CT);Engenharia Hidráulica e Ambiental;"Laboratório de Saneamento (LABOSAN)
JÁ FAZ PRESTAÇÃO DE SERVIÇO";André Bezerra Dos Santos;http://www.labosan.ufc.br/;Tradamento de esgotos, saneamento, bioenergia.;Pici;713;-
28;Centro de Tecnologia (CT);Engenharia Hidráulica e Ambiental;Seção Laboratorial de Qualidade de Água (SELAQUA);José Capelo Neto;http://www.posdeha.ufc.br/laboratorios/;Tem por objetivo desenvolver pesquisas científicas e tecnologias voltadas ao tratamento e à qualidade de águas superficiais, mais notadamente lagos artificiais (Açudes);Pici;713;-
29;Centro de Tecnologia (CT);Engenharia Hidráulica e Ambiental;Laboratório de Mecânica dos Solos;Prof. Francisco Chagas da Silva Filho;http://www.lmsp.ufc.br/index.htm;"Ensaios básicos de caracterização, permeabilidade e cisalhamento direto da mecânica dos solos. Ensaio de Compressão Triaxial e o Ensaio de Cone Elétrico, sendo este pioneiro e único em funcionamento no Nordeste.
http://www.lmsp.ufc.br/index_arquivos/Page786.htm";Pici;713;-
30;Centro de Tecnologia (CT);Engenharia Hidráulica e Ambiental;Laboratório de Hidráulica Computacional (LAHC);Marco Aurélio Holanda de Castro;http://www.lahc.ufc.br/;?;Pici;713;-
31;Centro de Tecnologia (CT);Engenharia Metalúrgica e de Materiais;Laboratório de Materiais Avançados;Igor Frota de Vasconcelos;http://www.mossbauer.ufc.br/;Produção de Materiais nanoestruturados / Caracterização.;Pici;729;-
32;Centro de Tecnologia (CT);Engenharia Metalúrgica e de Materiais;"LAMEFF - Laboratório de Mecânica da Fratura e Fadiga
JÁ FAZ PRESTAÇÃO DE SERVIÇO";"Prof. Enio Pontes de Deus (Coord.)
Marcos Montezuma (aluno)";http://www.lameff.ufc.br;Linha de pesquisa: Análises de falhas estruturais, Mecânica do Dano, modelagem computacional de fraturas, cálculo de vida de estruturas e avaliação de danos causados por fadiga e corrosão. Está em constante evolução mantendo importantes parcerias com os principais laboratórios de mecânica de fratura do Brasil e do mundo. Atua também no desenvolvimento de novos materiais poliméricos, compósitos com fibras naturais, nanomateriais e materiais sustentáveis.;Pici;720;-
33;Centro de Tecnologia (CT);Engenharia Metalúrgica e de Materiais;Centro de Ensaios Não-Destrutivos – CENDE;"Prof. Lindberg Lima Gonçalves  (Coord.) (Membro do Conselho Consultivo)
Prof. Elineudo Pinho de Moura";https://metalmat.ufc.br/laboratorios/centro-de-ensaios-nao-destrutivos-cende/;"Os ensaios não-destrutivos (END) são largamente empregados para detectar e dimensionar descontinuidades e garantir a integridade de peças e estruturas. São vários os tipos de END existentes (líquidos penetrantes; partículas magnéticas; radiografia; ultrassom; correntes parasitas; etc.), e cada um apresenta vantagens e desvantagens dependendo do material inspecionado, tipo de descontinuidade, meio em que se encontra o material, etc";Pici;729;-
34;Centro de Tecnologia (CT);Engenharia Metalúrgica e de Materiais;Laboratório de Caracterização de Materiais – LACAM;"Prof. Hamilton Ferreira Gomes de Abreu (Coord.) 
Prof. Marcelo José Gomes da Silva";https://metalmat.ufc.br/laboratorios/laboratorio-de-caracterizacao-de-materiais-lacam/;O LACAM consiste numa organização física e lógica com a capacidade de realizar os ensaios de caracterização dos materiais.;Pici;702;-
35;Centro de Tecnologia (CT);Engenharia Metalúrgica e de Materiais;Laboratório de Desenvolvimento de Materiais Cerâmicos;Prof. Ricardo Emílio F. Quevedo Nogueria;https://metalmat.ufc.br/laboratorios/laboratorio-de-desenvolvimento-de-materiais-ceramicos/;Este laboratório está equipado com injetora de cerâmicos a baixa pressão, viscosímetro e moinhos de bolas.;Pici;720;-
36;Centro de Tecnologia (CT);Engenharia Metalúrgica e de Materiais;Laboratório de Dinâmica dos Fluidos Computacional – LDFC;Prof. Francisco Marcondes;https://metalmat.ufc.br/laboratorios/laboratorio-de-dinamica-dos-fluidos-computacional/;O grupo de pesquisa atua basicamente na aplicação e no desenvolvimento de ferramentas numéricas a problemas de mecânica dos fluidos computacional e a formação de recursos humanos em ferramentas numéricas. ;Pici;729;-
37;Centro de Tecnologia (CT);Engenharia Metalúrgica e de Materiais;Laboratório de Ensaios Mecânicos;Prof. Marcelo José Gomes da Silva;https://metalmat.ufc.br/laboratorios/laboratorio-de-ensaios-mecanicos/;O Laboratório de Ensaios Mecânicos dá suporte a todos os outros laboratórios do Programa.;Pici;729;-
38;Centro de Tecnologia (CT);Engenharia Metalúrgica e de Materiais;Laboratório de Ensaios Metalográficos; Prof. Marcelo Ferreira Motta;https://metalmat.ufc.br/laboratorios/laboratorio-de-metalografia/;O Laboratório de Metalografia dá suporte a todos os outros laboratórios do Programa.;Pici;729;-
39;Centro de Tecnologia (CT);Engenharia Metalúrgica e de Materiais;Laboratório de Fundição;Prof. Jeferson Leandro Klug;https://metalmat.ufc.br/laboratorios/laboratorio-de-fundicao/;O Laboratório de Fundição dá suporte a todos os outros laboratórios do Programa.;Pici;729;-
40;Centro de Tecnologia (CT);Engenharia Metalúrgica e de Materiais;"Laboratório de Pesquisa e Tecnologia em Soldagem – LPTS

JÁ FAZ PRESTAÇÃO DE SERVIÇO";"Prof. Hélio Cordeiro de Miranda (coord.)
Prof. Marcelo Ferreira Motta
Prof. Cleiton Carvalho Silva";https://lpts.ufc.br/;"Desenvolvimento de processos e metalurgia da soldagem a arco voltaico. O Laboratório dispõe desde os equipamentos convencionais para a soldagem manual, até modernos bancos de soldagem automatizados comandados e controlados por computador.

https://lpts.ufc.br/estrutura-fisica/equipamentos/ 
https://lpts.ufc.br/servicos/";Pici;1080;Petrobrás - Combustíveis e energia
41;Centro de Tecnologia (CT);Engenharia Metalúrgica e de Materiais;Laboratório de Pesquisa em Corrosão – LPC;Prof. Walney Silva Araújo;https://metalmat.ufc.br/laboratorios/laboratorio-de-pesquisa-em-corrosao/;Pesquisas do LPC sobre revestimentos anticorrosivos e ligas metálicas para petróleo e gás.;Pici;729;-
42;Centro de Tecnologia (CT);Engenharia Metalúrgica e de Materiais;Laboratório de Biomateriais;Emilio de Castro Miguel;https://ct.ufc.br/laboratorios-do-centro-de-tecnologia/departamento-de-engenharia-metalurgica-e-de-materiais-2/;Análise de toxicidade de materiais nanoestruturados em sistemas biológicos.;Pici;720;-
43;Centro de Tecnologia (CT);Engenharia Química;Núcleo de Análise e Desenvolvimento de Processos;Fabiano André Narciso Fernandes;http://www.nadp.ufc.br/;Desenvolvimento de produtos alimentares e reações químicas;Pici;"Labiotec - Bloco 709
Laboratório de Análise e Desenvolvimento de Processos - Bloco 709
Laboratório Multiusuário de Química de Produtos Naturais - Embrapa
Laboratório de Processos Agroindustriais - Embrapa";-
44;Centro de Tecnologia (CT);Engenharia Química;Grupo de Pesquisa e Desenvolvimento de Processos Biotecnológicos (GPBIO);"André Casimiro de Macedo; 
Luciana Rocha Barros Gonçalves (coordenadora); 
Maria Valderez Ponte Rocha.";https://sites.google.com/site/gpbioufc/home;"Valorização de resíduos agroindustriais por bioprocessos; Desenvolvimento de catalisadores enzimáticos; Desenvolvimento de processos biotecnológicos; Modelagem e simulação de biorreatores;";Pici;709;-
45;Centro de Tecnologia (CT);Engenharia Química;GPTA (Grupo de Pesquisa em Termofluidodinâmica Aplicada);"Prof. Dr. Filipe Xavier Feitosa
Prof. Dr. Hosiberto Batista de Sant'Ana (coord.)
Profa. Dra. Rilvia S. de Santiago Aguiar";https://sites.google.com/site/gptalta/home/coordenacao?authuser=0;Termofluido dinâmica aplicada;Pici;709;"Petrobrás - Combustíveis e energia
Repsol - Combustíveis e energia"
46;Centro de Tecnologia (CT);Engenharia Química;Núcleo do Instituto Nacional de Frutos Tropicais;"Dra. Sueli Rodrigues (coord.)
Prof. Fabiano André Narciso Fernandes";http://www.frutostropicais.com.br/inct_infrastruture.html;Desenvolvimento de produtos e processos a partir de frutos;Pici;"Labiotec - Bloco 709
Laboratório de Análise e Desenvolvimento de Processos - Bloco 709
Laboratório Multiusuário de Química de Produtos Naturais - Embrapa
Laboratório de Processos Agroindustriais - Embrapa";Embrapa - tecnologia agropecuária
47;Centro de Tecnologia (CT);Engenharia Química;"GPSA (Grupo de Pesquisa em Separações por Adsorção)
";"Prof. Moisés Bastos Neto
Profa. Diana Azevedo (Participou da Comissão de Criação e Implantação do Parque)
Prof. Ivanildo José da Silva Junior";http://www.gpsa.ufc.br/v3/;"Objetivo: Estudo em adsorção em processos de separação, modelagem e simulação de unidades contínuas de processamento industrial, e pesquisa e prestação de serviços tecnológicos na área de Petróleo e derivados como óleos lubrificantes minerais

Lab. de Pesquisa em Adsorção e Captura de CO2 (LPA) - Bloco 731 - (85) 3217-1662
http://www.gpsa.ufc.br/v3/labs/laboratorio-de-pesquisa-em-adsorcao-e-captura-de-co2/

Lab. de Processos de Separação e Cromatografia (LAPSEC) - Bloco 709 - (85) 3366 9611/10
http://www.gpsa.ufc.br/v3/labs/laboratorio-de-processos-de-separacao-e-cromatografia/

Lab. de Combustíveis e Lubrificantes (LCL) - Bloco 709 - (85) 3217-1652
http://www.gpsa.ufc.br/v3/labs/laboratorio-de-combustiveis-e-lubrificantes/

Lab. de Escoamento em Meios Porosos (LEMP) - Bloco 709 - (85) 3217-1652
http://www.gpsa.ufc.br/v3/labs/laboratorio-de-escoamento-em-meios-porosos/

Lab. de Computação e Visualização 3D - Bloco 704 - (85) 3366-9617
http://www.gpsa.ufc.br/v3/labs/laboratorio-de-computacao-e-visualizacao-3d/

Núcleo de Pesquisas em Lubrificantes - Bloco 1010 (LAB 3D) - (85) 3217-1662
http://www.gpsa.ufc.br/v3/labs/nucleo-de-pesquisas-em-lubrificantes/";Pici;1010 (Administração);Petrobrás - Combustíveis e energia
48;Centro de Tecnologia (CT);Engenharia Estrutural e Construção Civil;Laboratório de Materiais de Construção - LMCC;Prof. Antônio Eduardo Bezerra Cabral;http://www.gpmate.ufc.br/?page_id=28;"Ensaios em agregados (massa unitária, massa específica, granulometria, absorção de água);
Ensaios em aglomerantes (tempo de pega, determinação da pasta de consistência normal, finura de cimentos, determinação da resistência à compressão);
Ensaios em argamassas (dosagem, determinação da trabalhabilidade, arrancamento, resistência à compressão, absorção de água);
Ensaios em concreto (dosagem, determinação da trabalhabilidade, resistência à compressão, absorção de água);
Ensaios em blocos cerâmicos e de concreto (absorção de água, resistência à compressão)";Pici;720, andar térreo;-
49;Centro de Tecnologia (CT);Engenharia Estrutural e Construção Civil;Laboratório de Mecânica Computacional e Visualização (LMCV);Prof. Evandro Parente Junior;http://www.lmcv.ufc.br;As áreas tecnológicas de atuação: Métodos Numéricos para simulação de problemas físicos, Técnicas de Otimização utilizadas tanto na simulação (análise) quanto no projeto e Computação Gráficapara modelagem, simulação, projeto e operação de sistemas das mais diversas áreas.;Pici;728;Petrobrás - Combustíveis e energia
50;Centro de Tecnologia (CT);Engenharia Estrutural e Construção Civil;Laboratório de Modelagem da Informação (LMI) ;Cely Martins S. Alencar;http://www.diatec.ufc.br/infraestrutura/;?;Pici;717;-
51;Centro de Tecnologia (CT);Engenharia Mecânica;Laboratório de Aerodinâmica e Mecânica dos Fluidos;"Prof. Claus Franz Wehmann (coord.)
Profa. Carla Freitas de Andrade";http://www.ppgengmecanica.ufc.br/public_html/index.php/laboratorios;Desempenho de perfis aerodinâmicos, bem como estudos de metodologias para projeto de pás de aerogeradores. Para tanto, são realizados estudos de simulação numérica, testes de escala em túnel de vento e testes de desempenho em campo. O laboratório dispõe de sistema de aquisição (data-logger), anemômetro ultrassônico tridimensional e de um transdutor de torque, para medição do desempenho aerodinâmico no eixo do gerador. O LAERO conta atualmente com três computadores, sendo dois para modelagem e um para simulação numérica.;Pici;715;-
52;Centro de Tecnologia (CT);Engenharia Mecânica;Laboratório de Combustão e Energias Renováveis (LACER);Prof. William Magalhães Barcellos;http://www.ppgengmecanica.ufc.br/public_html/index.php/laboratorios;Nesse laboratório, são desenvolvidos projetos de sistema de energia a partir da combustão de biomassa e gás natural, utilizando uma tecnologia de base, a Combustão em Meios Porosos. ;Pici;714;-
53;Centro de Tecnologia (CT);Engenharia Mecânica;Laboratório de Energia Solar e Gás Natural (LESGN);;http://www.ppgengmecanica.ufc.br/public_html/index.php/laboratorios;Concepção, a fabricação, a operação e a otimização de equipamentos e sistemas que utilizam a energia solar térmica, como fonte renovável de energia para desenvolver sistemas de refrigeração (adsorção a gás), dessalinização, aquecimento (cocção com ou sem armazenamento temporário de calor) e aquecimento de água via concentradores para aplicações residenciais e industriais e secagem.;Pici;714;-
54;Centro de Tecnologia (CT);Engenharia Mecânica;Laboratório de Filmes Finos em Energias Renováveis (LAFFER);Profa. Ana Fabíola Almeida;http://www.ppgengmecanica.ufc.br/public_html/index.php/laboratorios;Desenvolvem-se novos materiais na forma de filmes finos, para seu uso em células solares fotovoltaicas.;Pici;714;-
55;Centro de Tecnologia (CT);Engenharia Mecânica;Laboratório de Máquinas e Operatrizes;;;;Pici;;-
56;Centro de Tecnologia (CT);Engenharia Mecânica;"Laboratório de Metrologia Mecânica (LAMETRO)
JÁ FAZ PRESTAÇÃO DE SERVIÇO";Prof. Luiz Soares Júnior;http://www.lametro.ufc.br/;Presta serviços de calibração de padrões, máquinas e instrumentos de medição nas áreas controle dimensional e geométrico, força, torque e pressão para universidades, centros de pesquisa e empresas locais e regionais. Atua também na formação de recursos humanos qualificados em metrologia, através de cursos de curta duração, assessoria e desenvolvimento de processos para empresas.;Pici;714;-
57;Centro de Tecnologia (CT);Engenharia Mecânica;Laboratório de Motores e Combustão Interna (LMCI);Prof. André Valente Bueno;http://www.ppgengmecanica.ufc.br/public_html/index.php/laboratorios;O LMCI utiliza motores diesel-turbo de médio porte em testes de combustão convencional, combustão dual diesel/homogênea e HCCI;Pici;714;-
58;Centro de Tecnologia (CT);Engenharia Mecânica;Laboratório de Eficiência Energética no Conforto Ambiental (LEECA);"Clodoaldo de Oliveira Carvalho Filho (Coord.)
Luiz Soares Júnior";?;?;Pici;?;-
59;Centro de Tecnologia (CT);Engenharia Mecânica;Laboratório de Vibrações (LVM);Prof. Roberto de Araújo Bezerra;http://www.labvib.ufc.br/;It is concerned by dynamics, acoustics and vibration, with educational and applied research focuses. Both experimental and computational activities are carried out.;Pici;714;-
60;Centro de Tecnologia (CT);Engenharia Mecânica;"Laboratório do Grupo de Inovações Tecnológicas e Especialidades Químicas (GRINTEQUI)
JÁ FAZ PRESTAÇÃO DE SERVIÇOS";Maria Alexsandra de Sousa Rios;-;"Linha de pesquisa: Biomassa e biocombustíveis ; Produção e caracterização de combustíveis sólidos (briquetes); Produção e caracterização de biodiesel ; Desenvolvimento de aditivos a partir de biomassa.";Pici;715, térreo (próximo ao Banco Santander);-
61;Centro de Ciências (CC);Biologia;Laboratório de Biologia Celular;"Denise Cavalcante Hissa
Itayguara Ribeiro da Costa";https://ppgsis.ufc.br/pt/laboatorios-de-pesquisa/;?;Pici;?;-
62;Centro de Ciências (CC);Biologia;Laboratório de Citotaxonomia e Evolução de Plantas (LabCito);"Itayguara Ribeiro da Costa
Mariana de Oliveira Bünger";https://ppgsis.ufc.br/pt/laboatorios-de-pesquisa/;?;Pici;?;-
63;Centro de Ciências (CC);Biologia;Laboratório de Biologia da Polinização e Reprodução de Angiospermas (LAPREA);Christiano Franco Verola;https://ppgsis.ufc.br/pt/laboatorios-de-pesquisa/;?;Pici;?;-
64;Centro de Ciências (CC);Biologia;Laboratório de Ecologia Aquática e Conservação;Jorge Iván Sánchez Botero;https://ppgsis.ufc.br/pt/laboatorios-de-pesquisa/;?;Pici;?;-
65;Centro de Ciências (CC);Biologia;Laboratório de Conservação e Evolução de Vertebrados Marinhos (EvolVe);Vicente Vieira Faria;https://ppgsis.ufc.br/pt/laboatorios-de-pesquisa/;?;Pici;?;-
66;Centro de Ciências (CC);Biologia;Laboratório de Bioprospecção de Recursos Regionais (Bioprospec);Ana de Fátima Fontenele Urano Carvalho;https://ppgsis.ufc.br/pt/laboatorios-de-pesquisa/;?;Pici;909;-
67;Centro de Ciências (CC);Biologia;Laboratório de Invertebrados Marinhos do Ceará (LIMCE);Helena Mathews Cascon;https://ppgsis.ufc.br/pt/laboatorios-de-pesquisa/;?;Pici;?;-
68;Centro de Ciências (CC);Biologia;Laboratório de Ecologia Microbiana e Biotecnologia (LEMBIOTECH);Vânia Maria Maciel Melo;http://www.lembiotech.ufc.br/;Ecologia Microbiana, Ecossistema estuarino e Biotecnologia.;Pici;909;Petrobrás - Combustíveis e energia
69;Centro de Ciências (CC);Biologia;Laboratório de Recursos Genéticos – LaRGen;Denise Cavalcante Hissa;https://ppgsis.ufc.br/pt/laboatorios-de-pesquisa/;?;Pici;?;-
70;Centro de Ciências (CC);Biologia;Laboratório de Zoologia Experimental;Paulo Cascon;;?;Pici;?;-
71;Centro de Ciências (CC);Biologia;Laboratório de Biologia Geral;"Denise Cavalcante Hissa
Itayguara Ribeiro da Costa";-;?;Pici;?;-
